benchmark,model,query_id,permutations_used,mean_jaccard,std_jaccard,variance_selected_size,mean_selected_size
stabletoolbench,openai/gpt-5-mini,22,10,0.9333333333333333,0.13333333333333336,0.09,2.9
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,23,10,0.22592592592592592,0.38674896243575146,12.6,4.0
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,23,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,22,10,1.0,0.0,0.0,3.0
stabletoolbench,anthropic/claude-haiku-4.5,23,10,0.8222222222222219,0.16629588385661967,0.24000000000000005,2.6
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,23,10,1.0,0.0,0.0,2.0
stabletoolbench,x-ai/grok-code-fast-1,23,10,0.691111111111111,0.20753104780362175,0.61,2.7
stabletoolbench,openai/gpt-5-mini,23,10,0.6562962962962963,0.2334732091033115,0.8,3.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,24,10,0.8,0.4,0.36000000000000004,0.2
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,24,10,1.0,0.0,0.0,2.0
stabletoolbench,anthropic/claude-haiku-4.5,24,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,24,10,1.0,0.0,0.0,2.0
stabletoolbench,x-ai/grok-code-fast-1,24,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,25,10,0.4666666666666667,0.49888765156985887,0.36000000000000004,1.8
stabletoolbench,openai/gpt-5-mini,24,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,25,10,1.0,0.0,0.0,2.0
stabletoolbench,anthropic/claude-haiku-4.5,25,10,1.0,0.0,0.0,2.0
stabletoolbench,x-ai/grok-code-fast-1,25,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,25,10,1.0,0.0,0.0,2.0
stabletoolbench,openai/gpt-5-mini,25,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,26,10,0.26,0.3966900086502847,1.6400000000000001,1.4
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,26,10,1.0,0.0,0.0,1.0
stabletoolbench,anthropic/claude-haiku-4.5,26,10,1.0,0.0,0.0,1.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,26,10,1.0,0.0,0.0,1.0
stabletoolbench,x-ai/grok-code-fast-1,26,10,1.0,0.0,0.0,1.0
stabletoolbench,openai/gpt-5-mini,26,10,1.0,0.0,0.0,1.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,27,10,0.4666666666666667,0.49888765156985887,0.9600000000000002,0.8
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,27,10,1.0,0.0,0.0,2.0
stabletoolbench,anthropic/claude-haiku-4.5,27,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,27,10,1.0,0.0,0.0,2.0
stabletoolbench,x-ai/grok-code-fast-1,27,10,1.0,0.0,0.0,2.0
stabletoolbench,openai/gpt-5-mini,27,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,28,10,0.4666666666666667,0.49888765156985887,0.96,1.2
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,28,10,0.7629629629629632,0.3191208774598224,0.0,2.0
stabletoolbench,anthropic/claude-haiku-4.5,28,10,1.0,0.0,0.0,2.0
stabletoolbench,x-ai/grok-code-fast-1,28,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,28,10,1.0,0.0,0.0,2.0
stabletoolbench,openai/gpt-5-mini,28,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,29,10,0.4444444444444444,0.49690399499995336,0.0,2.0
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,29,10,1.0,0.0,0.0,2.0
stabletoolbench,anthropic/claude-haiku-4.5,29,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,29,10,1.0,0.0,0.0,2.0
stabletoolbench,x-ai/grok-code-fast-1,29,10,1.0,0.0,0.0,2.0
stabletoolbench,openai/gpt-5-mini,29,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,30,10,0.4777777777777778,0.4939135726865081,1.4099999999999997,0.7
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,30,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,30,10,1.0,0.0,0.0,2.0
stabletoolbench,anthropic/claude-haiku-4.5,30,10,1.0,0.0,0.0,2.0
stabletoolbench,x-ai/grok-code-fast-1,30,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,31,10,0.8,0.4,0.36000000000000004,0.2
stabletoolbench,openai/gpt-5-mini,30,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,31,10,1.0,0.0,0.0,2.0
stabletoolbench,anthropic/claude-haiku-4.5,31,10,1.0,0.0,0.0,2.0
stabletoolbench,x-ai/grok-code-fast-1,31,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,31,10,1.0,0.0,0.0,2.0
stabletoolbench,openai/gpt-5-mini,31,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,32,10,0.7222222222222222,0.24845199749997668,0.0,3.0
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,32,10,0.7333333333333333,0.24944382578492943,0.0,3.0
stabletoolbench,anthropic/claude-haiku-4.5,32,10,0.5707407407407407,0.21358652670422532,0.61,3.3
stabletoolbench,x-ai/grok-code-fast-1,32,10,0.9288888888888889,0.0957362632379467,0.15999999999999998,4.2
stabletoolbench,openai/gpt-5-mini,32,10,0.7657407407407409,0.10522351669740164,0.89,6.1
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,33,10,0.4666666666666667,0.49888765156985887,0.9600000000000002,0.8
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,33,10,1.0,0.0,0.0,0.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,32,10,1.0,0.0,0.0,4.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,33,10,1.0,0.0,0.0,2.0
stabletoolbench,anthropic/claude-haiku-4.5,33,10,0.8,0.4,0.36000000000000004,1.8
stabletoolbench,x-ai/grok-code-fast-1,33,10,1.0,0.0,0.0,2.0
stabletoolbench,openai/gpt-5-mini,33,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,34,10,0.09962962962962961,0.2433431984019788,1.6099999999999999,1.7
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,34,10,1.0,0.0,0.0,0.0
stabletoolbench,anthropic/claude-haiku-4.5,34,10,1.0,0.0,0.0,2.0
stabletoolbench,x-ai/grok-code-fast-1,34,10,0.8222222222222222,0.23934065809486688,0.16000000000000003,1.8
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,34,10,0.9,0.2,0.09,1.1
stabletoolbench,openai/gpt-5-mini,34,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,35,10,0.41481481481481475,0.38589677859647714,0.8099999999999999,1.7
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,35,10,1.0,0.0,0.0,2.0
stabletoolbench,anthropic/claude-haiku-4.5,35,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,35,10,1.0,0.0,0.0,2.0
stabletoolbench,x-ai/grok-code-fast-1,35,10,1.0,0.0,0.0,2.0
stabletoolbench,openai/gpt-5-mini,35,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,36,10,0.3111111111111111,0.4121608220220313,0.6,1.0
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,36,10,1.0,0.0,0.0,1.0
stabletoolbench,anthropic/claude-haiku-4.5,36,10,1.0,0.0,0.0,1.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,36,10,1.0,0.0,0.0,1.0
stabletoolbench,x-ai/grok-code-fast-1,36,10,1.0,0.0,0.0,1.0
stabletoolbench,openai/gpt-5-mini,36,10,1.0,0.0,0.0,1.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,37,10,0.7746031746031747,0.3909276007330068,3.45,5.5
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,37,10,1.0,0.0,0.0,1.0
stabletoolbench,anthropic/claude-haiku-4.5,37,10,1.0,0.0,0.0,1.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,37,10,1.0,0.0,0.0,1.0
stabletoolbench,x-ai/grok-code-fast-1,37,10,1.0,0.0,0.0,1.0
stabletoolbench,openai/gpt-5-mini,37,10,1.0,0.0,0.0,1.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,38,10,0.34444444444444444,0.46930471293206383,0.64,0.6
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,38,10,1.0,0.0,0.0,2.0
stabletoolbench,anthropic/claude-haiku-4.5,38,10,1.0,0.0,0.0,2.0
stabletoolbench,x-ai/grok-code-fast-1,38,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,38,10,1.0,0.0,0.0,2.0
stabletoolbench,openai/gpt-5-mini,38,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,39,10,0.9492063492063493,0.06838304516996196,0.15999999999999998,6.2
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,39,10,1.0,0.0,0.0,6.0
stabletoolbench,anthropic/claude-haiku-4.5,39,10,1.0,0.0,0.0,6.0
stabletoolbench,x-ai/grok-code-fast-1,39,10,1.0,0.0,0.0,6.0
stabletoolbench,openai/gpt-5-mini,39,10,0.9238095238095237,0.07126966450997986,0.24,6.6
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,39,10,1.0,0.0,0.0,6.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,40,10,0.8,0.4,2.25,0.5
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,40,10,1.0,0.0,0.0,0.0
stabletoolbench,anthropic/claude-haiku-4.5,40,10,1.0,0.0,0.0,4.0
stabletoolbench,x-ai/grok-code-fast-1,40,10,1.0,0.0,0.0,4.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,40,10,0.8833333333333333,0.12472191289246472,0.21000000000000002,3.7
stabletoolbench,openai/gpt-5-mini,40,10,0.9600000000000001,0.07999999999999997,0.09,4.1
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,41,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,41,10,1.0,0.0,0.0,2.0
stabletoolbench,anthropic/claude-haiku-4.5,41,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,41,10,1.0,0.0,0.0,2.0
stabletoolbench,x-ai/grok-code-fast-1,41,10,1.0,0.0,0.0,2.0
stabletoolbench,openai/gpt-5-mini,41,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,42,10,0.8,0.4,0.36000000000000004,1.8
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,42,10,1.0,0.0,0.0,0.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,42,10,1.0,0.0,0.0,2.0
stabletoolbench,anthropic/claude-haiku-4.5,42,10,1.0,0.0,0.0,2.0
stabletoolbench,x-ai/grok-code-fast-1,42,10,1.0,0.0,0.0,2.0
stabletoolbench,openai/gpt-5-mini,42,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,43,10,0.2753086419753087,0.3758311421387413,6.6,2.0
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,43,10,1.0,0.0,0.0,2.0
stabletoolbench,anthropic/claude-haiku-4.5,43,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,43,10,1.0,0.0,0.0,2.0
stabletoolbench,x-ai/grok-code-fast-1,43,10,0.7333333333333333,0.24944382578492943,0.24000000000000005,1.4
stabletoolbench,openai/gpt-5-mini,43,10,0.5277777777777779,0.42673031932603384,1.29,1.9
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,44,10,0.6222222222222222,0.48483164953936503,0.16000000000000006,0.2
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,44,10,1.0,0.0,0.0,2.0
stabletoolbench,anthropic/claude-haiku-4.5,44,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,44,10,1.0,0.0,0.0,2.0
stabletoolbench,x-ai/grok-code-fast-1,44,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,45,10,1.0,0.0,0.0,1.0
stabletoolbench,openai/gpt-5-mini,44,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,45,10,1.0,0.0,0.0,1.0
stabletoolbench,anthropic/claude-haiku-4.5,45,10,1.0,0.0,0.0,1.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,45,10,1.0,0.0,0.0,1.0
stabletoolbench,x-ai/grok-code-fast-1,45,10,1.0,0.0,0.0,1.0
stabletoolbench,openai/gpt-5-mini,45,10,1.0,0.0,0.0,1.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,46,10,0.6444444444444445,0.47868131618973375,0.6400000000000001,1.6
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,46,10,1.0,0.0,0.0,2.0
stabletoolbench,anthropic/claude-haiku-4.5,46,10,1.0,0.0,0.0,2.0
stabletoolbench,x-ai/grok-code-fast-1,46,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,46,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,47,10,0.19777777777777775,0.30582008751212847,1.36,2.2
stabletoolbench,openai/gpt-5-mini,46,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,47,10,1.0,0.0,0.0,2.0
stabletoolbench,anthropic/claude-haiku-4.5,47,10,0.9333333333333333,0.13333333333333336,0.09,2.9
stabletoolbench,x-ai/grok-code-fast-1,47,10,0.7777777777777778,0.24343224778007388,0.15999999999999998,2.2
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,47,10,0.8148148148148147,0.25872961772700714,0.09,2.1
stabletoolbench,openai/gpt-5-mini,47,10,0.8814814814814814,0.1595604387299112,0.15999999999999998,2.8
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,48,10,1.0,0.0,0.0,4.0
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,48,10,1.0,0.0,0.0,4.0
stabletoolbench,anthropic/claude-haiku-4.5,48,10,1.0,0.0,0.0,4.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,48,10,1.0,0.0,0.0,4.0
stabletoolbench,x-ai/grok-code-fast-1,48,10,1.0,0.0,0.0,4.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,49,10,1.0,0.0,0.0,2.0
stabletoolbench,openai/gpt-5-mini,48,10,1.0,0.0,0.0,4.0
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,49,10,1.0,0.0,0.0,2.0
stabletoolbench,anthropic/claude-haiku-4.5,49,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,49,10,1.0,0.0,0.0,2.0
stabletoolbench,x-ai/grok-code-fast-1,49,10,1.0,0.0,0.0,2.0
stabletoolbench,openai/gpt-5-mini,49,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,50,10,0.8,0.4,0.09000000000000001,0.1
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,50,10,0.7222222222222222,0.24845199749997668,0.0,3.0
stabletoolbench,anthropic/claude-haiku-4.5,50,10,1.0,0.0,0.0,3.0
stabletoolbench,x-ai/grok-code-fast-1,50,10,0.7111111111111111,0.24650645447688674,0.15999999999999998,3.8
stabletoolbench,openai/gpt-5-mini,50,10,0.95,0.09999999999999999,0.09,3.1
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,51,10,1.0,0.0,0.0,6.0
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,51,10,1.0,0.0,0.0,5.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,50,10,0.7333333333333333,0.24944382578492943,0.0,3.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,51,10,1.0,0.0,0.0,5.0
stabletoolbench,anthropic/claude-haiku-4.5,51,10,1.0,0.0,0.0,5.0
stabletoolbench,x-ai/grok-code-fast-1,51,10,1.0,0.0,0.0,5.0
stabletoolbench,openai/gpt-5-mini,51,10,0.5259259259259259,0.43596856206110113,3.2,4.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,52,10,1.0,0.0,0.0,0.0
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,52,10,1.0,0.0,0.0,1.0
stabletoolbench,anthropic/claude-haiku-4.5,52,10,1.0,0.0,0.0,1.0
stabletoolbench,x-ai/grok-code-fast-1,52,10,1.0,0.0,0.0,1.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,52,10,1.0,0.0,0.0,1.0
stabletoolbench,openai/gpt-5-mini,52,10,1.0,0.0,0.0,1.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,53,10,1.0,0.0,0.0,4.0
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,53,10,1.0,0.0,0.0,4.0
stabletoolbench,anthropic/claude-haiku-4.5,53,10,1.0,0.0,0.0,4.0
stabletoolbench,x-ai/grok-code-fast-1,53,10,1.0,0.0,0.0,4.0
stabletoolbench,openai/gpt-5-mini,53,10,1.0,0.0,0.0,4.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,54,10,0.4,0.48989794855663565,0.96,0.8
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,54,10,1.0,0.0,0.0,1.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,53,10,1.0,0.0,0.0,4.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,54,10,1.0,0.0,0.0,1.0
stabletoolbench,anthropic/claude-haiku-4.5,54,10,1.0,0.0,0.0,1.0
stabletoolbench,x-ai/grok-code-fast-1,54,10,1.0,0.0,0.0,1.0
stabletoolbench,openai/gpt-5-mini,54,10,1.0,0.0,0.0,1.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,55,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,55,10,1.0,0.0,0.0,0.0
stabletoolbench,anthropic/claude-haiku-4.5,55,10,0.43333333333333335,0.47842333648024404,0.8099999999999999,0.7
stabletoolbench,x-ai/grok-code-fast-1,55,10,1.0,0.0,0.0,2.0
stabletoolbench,openai/gpt-5-mini,55,10,0.8,0.4,0.36000000000000004,1.8
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,55,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,56,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,56,10,1.0,0.0,0.0,2.0
stabletoolbench,anthropic/claude-haiku-4.5,56,10,0.8,0.39999999999999997,0.36,1.8
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,56,10,1.0,0.0,0.0,2.0
stabletoolbench,x-ai/grok-code-fast-1,56,10,1.0,0.0,0.0,2.0
stabletoolbench,openai/gpt-5-mini,56,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,57,10,0.3111111111111111,0.4629481479111035,3.3600000000000003,2.8
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,57,10,0.6444444444444445,0.47868131618973375,0.0,4.0
stabletoolbench,anthropic/claude-haiku-4.5,57,10,1.0,0.0,0.0,4.0
stabletoolbench,x-ai/grok-code-fast-1,57,10,1.0,0.0,0.0,4.0
stabletoolbench,openai/gpt-5-mini,57,10,1.0,0.0,0.0,4.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,58,10,1.0,0.0,0.0,3.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,57,10,0.5333333333333333,0.49888765156985887,0.0,4.0
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,58,10,1.0,0.0,0.0,0.0
stabletoolbench,anthropic/claude-haiku-4.5,58,10,1.0,0.0,0.0,3.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,58,10,1.0,0.0,0.0,3.0
stabletoolbench,x-ai/grok-code-fast-1,58,10,1.0,0.0,0.0,3.0
stabletoolbench,openai/gpt-5-mini,58,10,1.0,0.0,0.0,3.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,59,10,0.6444444444444445,0.47868131618973375,2.560000000000001,0.8
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,59,10,1.0,0.0,0.0,0.0
stabletoolbench,anthropic/claude-haiku-4.5,59,10,0.9200000000000002,0.16,0.0,4.0
stabletoolbench,x-ai/grok-code-fast-1,59,10,1.0,0.0,0.0,4.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,59,10,1.0,0.0,0.0,4.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,60,10,0.4888888888888889,0.4998765279645331,0.6400000000000001,1.6
stabletoolbench,openai/gpt-5-mini,59,10,1.0,0.0,0.0,4.0
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,60,10,1.0,0.0,0.0,2.0
stabletoolbench,anthropic/claude-haiku-4.5,60,10,1.0,0.0,0.0,2.0
stabletoolbench,x-ai/grok-code-fast-1,60,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,60,10,1.0,0.0,0.0,2.0
stabletoolbench,openai/gpt-5-mini,60,10,1.0,0.0,0.0,2.0
stabletoolbench,qwen/qwen2.5-coder-7b-instruct,61,10,1.0,0.0,0.0,0.0
stabletoolbench,qwen/qwen-2.5-coder-32b-instruct,61,10,1.0,0.0,0.0,0.0
stabletoolbench,anthropic/claude-haiku-4.5,61,10,0.95,0.09999999999999999,0.09,3.1
stabletoolbench,x-ai/grok-code-fast-1,61,10,0.7333333333333333,0.223330569358242,0.44000000000000006,2.4
stabletoolbench,qwen/qwen3-235b-a22b-thinking-2507,61,10,0.8666666666666667,0.12472191289246472,0.24000000000000005,3.4
